bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,day,month,year,price
3,1.75,2070,5500,1.0,0,0,4,7,1130,940,1946,0,98115,47.6733,-122.301,1800,4400,22,7,2014,645000.0
3,2.5,2670,5000,2.0,0,3,5,9,2000,670,1942,1995,98144,47.5855,-122.292,2320,5000,16,7,2014,1165000.0
3,2.0,2710,4500,1.5,0,0,4,8,1880,830,1929,0,98115,47.6747,-122.295,2060,4500,2,5,2014,805000.0
3,1.75,1650,7276,1.5,0,4,4,7,1150,500,1928,0,98117,47.6989,-122.399,2300,8088,20,3,2015,715000.0
4,2.5,3010,6100,2.0,0,0,3,9,3010,0,2005,0,98052,47.6647,-122.08,2890,5176,12,6,2014,789500.0
3,3.5,1630,1329,2.0,0,0,3,9,1360,270,2000,0,98122,47.6159,-122.306,1580,1319,22,1,2015,507200.0
3,1.75,1460,8372,1.0,0,0,4,7,1460,0,1981,0,98042,47.3683,-122.087,1220,7803,30,10,2014,225000.0
3,2.0,1510,10827,2.0,0,0,3,7,1510,0,1984,0,98052,47.654,-122.127,1900,10908,28,10,2014,390000.0
4,1.0,1200,6000,1.5,0,0,3,6,1200,0,1923,0,98106,47.5307,-122.352,950,4000,3,7,2014,220000.0
6,3.0,2400,9373,2.0,0,0,3,7,2400,0,1991,0,98002,47.3262,-122.214,2060,7316,22,4,2015,300000.0
3,2.5,1590,9736,2.0,0,0,3,7,1590,0,1985,0,98001,47.33,-122.278,1580,7500,18,3,2015,285000.0
2,1.0,920,5029,1.0,0,0,4,7,920,0,1938,0,98115,47.6726,-122.265,1230,5029,5,1,2015,600000.0
3,1.0,1350,14212,1.0,0,0,4,6,1350,0,1981,0,98053,47.6606,-122.06,1520,14404,25,9,2014,335000.0
3,1.0,1010,8863,1.0,0,0,4,6,1010,0,1990,0,98022,47.1955,-121.999,1090,8410,12,12,2014,180000.0
4,2.0,2220,5821,1.5,0,0,4,7,1380,840,1916,0,98116,47.5723,-122.382,1850,5000,2,4,2015,610000.0
4,2.75,2180,8475,1.0,0,0,4,7,1330,850,1987,0,98031,47.4045,-122.174,1500,7140,20,1,2015,279000.0
3,2.5,2060,4399,2.0,0,0,3,7,2060,0,2007,0,98065,47.5415,-121.884,2060,4399,4,6,2014,418500.0
2,2.0,1300,2983,1.0,0,0,3,8,1300,0,2006,0,98053,47.703,-122.015,1510,3876,26,3,2015,412250.0
2,1.0,600,1500,1.0,0,0,4,4,600,0,1900,0,98027,47.5289,-122.033,1130,6000,11,3,2015,130000.0
2,2.5,2170,7546,1.0,0,0,3,8,2170,0,2007,0,98053,47.7242,-122.032,2170,7083,6,4,2015,745000.0
3,2.5,2000,3837,2.0,0,0,3,8,2000,0,2011,0,98072,47.7713,-122.167,2210,4075,16,4,2015,515000.0
4,3.5,2584,5005,2.0,0,0,3,8,2584,0,2014,0,98023,47.296,-122.35,2767,5201,3,10,2014,429900.0
5,4.0,3310,8400,2.0,0,0,3,10,3310,0,2000,0,98033,47.6914,-122.214,3430,8400,5,3,2015,1650000.0
2,1.0,830,8000,1.0,0,0,3,6,830,0,1954,0,98198,47.4215,-122.318,1300,8000,4,8,2014,200000.0
3,2.5,2160,7500,1.0,0,1,3,7,1430,730,1979,0,98074,47.6188,-122.064,1560,7500,11,8,2014,532500.0
3,1.0,1260,7660,1.0,0,0,3,6,1260,0,1947,0,98133,47.7476,-122.35,1990,7861,21,10,2014,280000.0
5,2.75,3330,12408,1.0,0,0,3,10,1740,1590,1976,0,98074,47.6318,-122.058,2780,12000,2,4,2015,750000.0
3,2.5,3090,20785,2.0,0,0,4,10,3090,0,1991,0,98075,47.5602,-122.03,3400,7566,11,12,2014,891500.0
4,3.5,2960,6000,2.0,0,0,3,9,2960,0,2014,0,98065,47.5183,-121.886,2960,6000,23,6,2014,633634.0
3,2.0,1230,7789,1.0,0,0,3,7,1230,0,1994,0,98042,47.3718,-122.073,1470,8670,14,4,2015,278000.0
4,2.75,2660,7389,2.0,0,0,3,9,2660,0,2002,0,98075,47.5993,-121.977,2820,7388,29,10,2014,695000.0
1,1.0,560,5700,1.0,0,0,3,5,560,0,1947,0,98146,47.511,-122.359,1120,5000,26,11,2014,106000.0
4,2.75,3870,10046,2.0,0,0,3,11,3870,0,2005,0,98033,47.6651,-122.191,3560,10046,18,6,2014,1399950.0
3,2.25,1450,1619,2.0,0,0,3,8,1140,310,2006,0,98122,47.6076,-122.304,1580,3472,7,4,2015,521500.0
4,2.75,2720,4000,1.5,0,2,5,8,1840,880,1928,0,98117,47.6797,-122.359,1600,4000,15,4,2015,1062000.0
3,1.75,1520,9600,1.0,0,0,4,7,1520,0,1967,0,98059,47.473,-122.149,1590,10183,23,2,2015,314950.0
3,2.5,3070,14400,1.0,0,3,5,9,1720,1350,1985,0,98198,47.3716,-122.321,2020,18211,5,12,2014,550000.0
3,1.75,1590,7148,1.0,0,0,3,7,1590,0,1952,0,98166,47.4713,-122.344,1150,7280,28,10,2014,259000.0
4,2.0,1600,6861,1.0,0,0,3,7,1600,0,1994,0,98003,47.2701,-122.313,1870,7455,26,3,2015,280000.0
3,2.5,2760,9471,1.0,0,2,3,8,1760,1000,1956,0,98115,47.676,-122.272,3040,6765,29,8,2014,800000.0
3,1.0,1010,10800,1.0,0,0,4,7,1010,0,1972,0,98045,47.4483,-121.773,1370,9500,26,8,2014,290000.0
3,2.5,1590,8449,2.0,0,0,3,7,1590,0,1989,0,98030,47.3493,-122.177,1750,7172,17,11,2014,225000.0
4,2.5,2560,5428,2.0,0,0,3,8,2560,0,2012,0,98042,47.3835,-122.095,2620,5428,26,3,2015,350000.0
6,4.5,3810,28176,1.0,0,4,5,10,3810,0,1969,0,98177,47.7612,-122.381,3810,26400,4,6,2014,2005000.0
5,3.25,5370,14091,2.0,0,0,3,10,3850,1520,1918,2008,98004,47.6499,-122.216,2410,12047,2,2,2015,3000000.0
3,2.75,1360,542322,1.0,0,2,4,7,1140,220,1955,0,98022,47.2069,-122.024,1700,60548,23,2,2015,425000.0
1,1.0,720,2500,1.0,0,0,3,7,720,0,1910,0,98103,47.6597,-122.345,1520,3750,11,5,2015,438600.0
3,1.75,1310,8065,1.0,0,0,4,6,1310,0,1948,0,98117,47.701,-122.368,1420,8100,19,6,2014,435000.0
4,2.5,2520,4831,2.0,0,0,3,8,2520,0,2009,0,98072,47.7711,-122.168,2430,3937,1,12,2014,536000.0
3,1.75,1540,8223,1.0,0,0,4,7,1070,470,1987,0,98042,47.3666,-122.089,1240,8113,25,3,2015,257000.0
3,1.0,1790,6120,1.0,0,0,3,6,1790,0,1937,1964,98146,47.508,-122.337,830,6120,3,9,2014,225000.0
2,2.5,1290,1445,3.0,0,0,3,8,1290,0,1999,0,98117,47.6955,-122.376,1470,1503,16,7,2014,350500.0
4,3.0,2350,5627,1.0,0,0,5,8,1490,860,1960,0,98118,47.5514,-122.268,2020,5627,5,3,2015,625000.0
4,3.0,2490,5706,2.0,0,0,3,9,2490,0,2005,0,98042,47.3509,-122.165,2650,5880,9,4,2015,370000.0
4,2.25,1930,7207,1.0,0,0,4,7,1360,570,1988,0,98030,47.3783,-122.182,1760,7207,17,6,2014,280000.0
4,2.75,2310,10232,1.0,0,0,5,8,1310,1000,1980,0,98006,47.5515,-122.153,2820,9886,12,11,2014,750000.0
3,2.25,1850,7800,2.0,0,0,3,9,1850,0,1974,0,98023,47.3146,-122.379,2360,8000,20,3,2015,295000.0
3,2.5,2550,4240,2.0,0,0,3,7,2550,0,2006,0,98031,47.3986,-122.169,2550,4240,5,12,2014,325000.0
3,1.75,1780,11440,1.0,0,0,3,8,1350,430,1977,0,98059,47.474,-122.139,2180,11440,23,2,2015,399000.0
3,2.5,2510,5186,2.0,0,0,3,7,2510,0,2001,0,98053,47.6895,-122.041,2530,5186,17,11,2014,571000.0
4,2.5,2350,3150,1.5,0,0,4,8,1690,660,1910,0,98103,47.6605,-122.335,1750,3150,12,5,2014,870300.0
3,3.75,2260,2050,2.0,0,0,3,9,1170,1090,2010,0,98118,47.566,-122.29,2130,3082,16,4,2015,532000.0
4,1.75,1850,7730,1.0,0,0,5,7,1100,750,1956,0,98133,47.7481,-122.355,2260,8581,14,8,2014,270000.0
4,1.75,1300,21000,1.0,0,0,4,7,1300,0,1969,0,98001,47.3067,-122.285,2120,9920,9,6,2014,229950.0
4,2.5,2020,8044,2.0,0,0,3,8,2020,0,1990,0,98074,47.6247,-122.043,2320,7328,2,1,2015,633000.0
4,2.0,1810,42981,1.0,0,0,4,7,1810,0,1973,0,98024,47.5597,-121.85,1980,113691,17,11,2014,295000.0
3,1.0,1730,7210,1.0,0,0,3,7,1430,300,1963,0,98001,47.3404,-122.28,1820,7210,27,8,2014,210000.0
3,1.0,1510,8800,1.0,0,0,4,7,1010,500,1963,0,98003,47.329,-122.33,1290,8470,2,2,2015,225900.0
4,3.5,3510,6005,2.0,0,0,3,8,2750,760,2010,0,98065,47.5168,-121.87,3090,5866,4,9,2014,540000.0
3,2.0,1160,1174,2.0,0,0,3,7,790,370,2007,0,98106,47.5225,-122.357,1160,994,23,10,2014,230000.0
2,1.0,1040,5527,1.0,0,0,3,7,1040,0,1951,0,98115,47.6774,-122.284,2080,7020,27,5,2014,535000.0
3,1.0,1010,7500,1.0,0,0,4,7,1010,0,1975,0,98074,47.6172,-122.061,1250,10000,22,8,2014,315000.0
4,2.5,2680,7200,1.0,0,0,3,8,1380,1300,1952,2013,98033,47.6835,-122.187,1950,8520,27,5,2014,800000.0
5,4.0,3400,5000,2.0,0,0,3,8,2320,1080,1900,2013,98107,47.6655,-122.363,1910,5000,8,8,2014,870000.0
4,1.75,2180,28710,1.0,0,0,3,8,1180,1000,1950,0,98198,47.405,-122.288,2180,28710,20,5,2014,210000.0
3,1.0,1220,4800,1.0,0,0,3,6,1220,0,1901,0,98122,47.6101,-122.307,1200,4800,30,5,2014,385000.0
3,1.75,2590,32380,1.0,0,0,3,8,2590,0,1951,1994,98177,47.7539,-122.37,2340,28456,23,9,2014,808000.0
4,2.25,2420,59800,1.0,0,0,4,8,1350,1070,1985,0,98074,47.6206,-122.056,2160,17598,29,7,2014,549000.0
3,2.5,1710,12677,2.0,0,0,3,8,1710,0,1996,0,98028,47.75,-122.234,1610,12160,15,7,2014,431000.0
4,2.75,2490,9714,1.0,0,0,4,8,1400,1090,1983,0,98011,47.7496,-122.201,2060,15300,10,6,2014,608000.0
3,1.0,1470,6122,1.0,0,0,3,8,1200,270,1948,0,98199,47.6517,-122.406,2200,6122,29,1,2015,652000.0
5,1.0,1410,6400,1.0,0,0,5,7,960,450,1955,0,98198,47.4207,-122.334,1400,6500,27,5,2014,295832.0
3,1.5,1120,7000,1.0,0,0,3,7,1120,0,1955,0,98007,47.5987,-122.146,1470,7950,15,5,2014,395300.0
3,2.25,1640,1204,3.0,0,0,3,8,1640,0,2014,0,98112,47.6196,-122.297,1630,3136,20,5,2014,772000.0
3,1.75,2840,9800,1.0,0,0,4,7,1420,1420,1977,0,98042,47.3516,-122.119,1650,9590,9,3,2015,270000.0
2,1.0,1300,39639,1.0,0,0,4,6,1300,0,1960,0,98070,47.466,-122.452,1880,98881,3,11,2014,295000.0
5,4.5,4300,12250,2.0,0,0,3,10,4300,0,2004,0,98029,47.5557,-122.027,3950,12250,11,7,2014,975000.0
2,1.0,740,6460,1.0,0,0,3,6,740,0,1953,0,98146,47.5077,-122.344,1170,6975,21,7,2014,178500.0
3,3.5,2514,1559,2.0,0,0,3,8,2024,490,2007,0,98034,47.7044,-122.209,2090,10454,31,10,2014,575000.0
3,1.5,1940,8951,1.0,0,0,3,7,1300,640,1958,0,98168,47.473,-122.328,2000,8319,27,3,2015,299950.0
4,1.0,1260,7800,1.5,0,0,3,7,1260,0,1947,2007,98125,47.7334,-122.307,1639,7492,20,2,2015,295000.0
2,1.75,1350,4023,1.0,0,0,3,7,1350,0,2005,0,98038,47.3493,-122.023,1370,3570,1,5,2015,250000.0
5,2.75,2920,9163,1.0,0,0,4,8,1520,1400,1976,0,98006,47.5668,-122.169,2250,9163,1,12,2014,713500.0
4,2.5,2240,7589,2.0,0,0,3,8,2240,0,1994,0,98030,47.3824,-122.207,2250,7300,12,1,2015,330000.0
3,1.0,1670,4005,1.5,0,0,4,7,1170,500,1939,0,98117,47.6878,-122.38,1240,4005,23,5,2014,460000.0
4,3.0,2170,4000,2.0,0,0,4,9,1610,560,1982,2011,98112,47.6196,-122.292,1670,4000,5,5,2014,831000.0
3,2.5,2120,4780,2.0,0,0,3,7,2120,0,2004,0,98053,47.681,-122.032,1690,2650,30,9,2014,575000.0
2,2.0,1140,8400,1.0,0,0,2,7,1140,0,1954,0,98148,47.4351,-122.335,1130,9375,7,11,2014,255000.0
3,2.25,1570,9096,1.0,0,0,4,7,1180,390,1991,0,98022,47.1937,-121.99,1570,8418,31,3,2015,272950.0
4,2.5,2910,20946,2.0,0,0,4,8,2350,560,1976,0,98034,47.7085,-122.24,2020,11342,23,12,2014,705000.0
2,1.0,1150,6098,1.0,0,0,3,7,950,200,1948,0,98125,47.7259,-122.328,1790,8455,5,5,2015,282000.0
5,1.75,2110,8500,1.0,0,0,3,7,1100,1010,1962,0,98133,47.7737,-122.35,2020,8500,10,11,2014,300000.0
4,2.5,2930,7806,2.0,0,0,3,9,2930,0,2005,0,98074,47.6219,-122.024,2600,6051,9,9,2014,782500.0
4,2.5,2425,9017,2.0,0,0,3,9,2425,0,2013,0,98001,47.3003,-122.263,2725,7019,5,9,2014,447500.0
2,1.0,1500,8015,1.0,0,0,3,6,1500,0,1947,0,98146,47.5027,-122.348,1130,8015,22,10,2014,235000.0
3,1.5,1120,8250,1.0,0,0,4,7,1120,0,1957,0,98056,47.4905,-122.179,1320,8400,15,10,2014,266000.0
2,1.0,1500,6685,1.0,0,0,3,7,1190,310,1926,0,98133,47.7186,-122.354,1420,6561,7,7,2014,245000.0
4,2.5,3570,6054,2.0,0,0,3,9,3570,0,2014,0,98052,47.7053,-122.126,3600,6050,29,9,2014,928990.0
3,2.5,2480,6180,2.0,0,0,3,9,2480,0,1999,0,98031,47.4044,-122.208,2870,6180,25,4,2015,420000.0
4,2.5,3200,12369,2.0,0,0,3,10,3200,0,1998,0,98059,47.5273,-122.143,3770,12960,6,5,2014,725126.0
4,3.25,3830,6765,2.0,0,0,3,9,3830,0,2014,0,98053,47.685,-122.016,3830,6507,24,7,2014,963990.0
4,2.5,1630,5361,2.0,0,0,3,7,1630,0,1999,0,98144,47.5704,-122.294,1920,5046,12,8,2014,327000.0
4,2.5,3010,9000,2.0,0,0,3,8,3010,0,2008,0,98059,47.4987,-122.147,3250,5531,12,11,2014,530000.0
4,2.75,2980,13260,1.0,0,0,4,8,1800,1180,1979,0,98056,47.5152,-122.197,1920,10731,10,3,2015,450000.0
3,1.5,1550,5034,2.0,0,0,4,7,1550,0,1922,0,98177,47.7072,-122.36,1820,7200,26,8,2014,430000.0
5,2.5,4340,9108,1.0,0,0,5,8,2170,2170,1979,0,98118,47.5384,-122.276,2030,6812,26,1,2015,537500.0
2,1.0,930,5368,1.0,0,0,4,7,930,0,1953,0,98115,47.6952,-122.275,1770,6000,3,9,2014,420000.0
3,3.0,3450,16740,1.0,0,4,4,9,1960,1490,1949,1993,98177,47.7067,-122.38,3220,12528,27,1,2015,2225000.0
4,1.75,2190,9400,1.0,0,0,4,7,1450,740,1962,0,98033,47.6531,-122.196,1980,9000,1,8,2014,725000.0
3,2.5,2380,19860,2.0,0,0,4,8,2380,0,1995,0,98056,47.5255,-122.173,2450,10220,5,8,2014,582000.0
3,2.0,1670,4438,1.0,0,0,3,7,1670,0,2014,0,98022,47.1948,-121.974,1670,4558,3,11,2014,249950.0
4,2.25,2440,5000,2.0,0,0,3,7,2440,0,2007,0,98065,47.5407,-121.89,2440,5212,5,5,2015,499000.0
4,3.25,3190,11774,2.0,1,4,3,8,2610,580,1956,1991,98178,47.5033,-122.225,2240,8725,17,7,2014,1100000.0
3,3.0,1440,1350,3.5,0,2,3,8,1440,0,2005,0,98103,47.6525,-122.345,1440,1350,1,8,2014,435000.0
4,2.25,2620,10536,1.0,0,0,3,8,1520,1100,1979,0,98075,47.5847,-122.075,2760,12431,6,10,2014,705000.0
2,1.0,910,7200,1.0,0,1,4,7,830,80,1936,0,98136,47.5145,-122.39,1700,7200,4,3,2015,445000.0
3,1.0,1430,5960,1.5,0,0,4,7,1430,0,1917,0,98118,47.562,-122.289,1140,3960,4,5,2015,450000.0
3,1.75,1800,7763,1.0,0,0,3,6,1470,330,1984,0,98030,47.3766,-122.184,1440,7483,5,12,2014,270000.0
3,2.0,1460,10311,1.0,0,0,4,7,1460,0,1975,0,98052,47.6771,-122.156,1690,9679,27,5,2014,455500.0
3,3.0,2440,2076,2.0,0,0,3,8,1930,510,2006,0,98126,47.5476,-122.37,2440,2310,4,5,2015,459000.0
4,1.0,1130,8308,1.5,0,0,4,6,1130,0,1944,0,98166,47.4669,-122.355,1130,8652,11,2,2015,293000.0
3,2.0,1990,7405,1.0,0,0,5,7,1990,0,1971,0,98006,47.5421,-122.172,2120,6462,9,10,2014,510000.0
4,1.5,1930,15531,2.0,0,0,3,7,1930,0,1979,0,98003,47.345,-122.296,1580,7800,23,5,2014,275000.0
4,2.0,2050,4400,1.5,0,0,4,9,2050,0,1922,0,98102,47.644,-122.319,2320,5500,5,9,2014,740000.0
2,1.0,1320,3090,1.0,0,0,4,7,1320,0,1908,0,98118,47.5517,-122.276,1270,4120,26,12,2014,381156.0
3,1.0,960,5264,1.0,0,0,3,7,960,0,1953,0,98115,47.6805,-122.301,1140,5150,22,4,2015,406000.0
2,1.0,1090,5000,1.0,0,0,4,7,730,360,1942,0,98126,47.5258,-122.378,990,5250,30,5,2014,356700.0
4,3.5,4080,14450,2.0,0,2,3,12,3210,870,1998,0,98006,47.5519,-122.106,4080,12114,30,7,2014,1285000.0
5,2.25,2020,8400,1.0,0,0,4,7,1010,1010,1963,0,98040,47.5763,-122.219,1890,9233,4,12,2014,750000.0
3,2.0,2350,266151,1.5,0,0,3,7,2350,0,1983,0,98014,47.6609,-121.892,2270,222156,2,12,2014,510000.0
4,3.0,3250,2760,2.5,0,0,3,8,2420,830,1905,2007,98122,47.6104,-122.303,1260,2780,28,4,2015,863500.0
4,3.5,2734,210201,2.0,0,0,5,8,2734,0,1974,0,98070,47.3652,-122.504,2270,187308,1,10,2014,520000.0
3,2.25,1230,7420,1.5,0,0,5,7,1230,0,1913,0,98002,47.3184,-122.22,1260,7556,20,6,2014,200000.0
5,4.0,3600,14720,1.0,0,2,5,8,1800,1800,1960,0,98034,47.7022,-122.227,3600,15358,24,7,2014,835000.0
2,1.0,790,5150,1.0,0,0,4,6,790,0,1948,0,98118,47.5528,-122.272,1460,5150,10,2,2015,342888.0
3,2.5,2320,219978,2.0,0,0,4,8,2320,0,1993,0,98053,47.6847,-122.064,2340,88862,22,10,2014,685000.0
4,4.25,5020,26319,2.0,0,0,3,12,5020,0,1998,0,98074,47.6008,-122.01,4930,26319,9,9,2014,1500000.0
3,1.0,1330,6900,1.0,0,0,3,7,1330,0,1976,0,98023,47.3033,-122.381,1530,7000,2,12,2014,209000.0
3,3.0,1790,13350,1.0,0,0,3,7,1190,600,1988,0,98178,47.4958,-122.262,1740,10624,2,2,2015,336000.0
2,1.5,1010,6000,1.0,0,0,4,7,1010,0,1923,0,98178,47.498,-122.222,1290,6000,19,11,2014,269000.0
3,2.5,1760,2688,2.0,0,0,3,7,1760,0,2005,0,98059,47.4903,-122.166,1760,2329,4,12,2014,294500.0
3,2.5,2640,5964,2.0,0,0,3,9,2640,0,2003,0,98052,47.7043,-122.128,2680,5211,25,7,2014,678000.0
3,1.75,1520,9605,1.0,0,0,3,7,1520,0,1975,0,98052,47.667,-122.142,2040,9900,16,3,2015,530000.0
4,2.5,2900,21074,2.0,0,0,3,11,2900,0,1986,0,98199,47.6696,-122.416,3390,20000,30,10,2014,1337500.0
3,1.5,1190,11996,1.0,0,0,4,7,1190,0,1969,0,98077,47.7561,-122.071,1190,9756,16,3,2015,332900.0
2,1.0,790,5800,1.0,0,0,3,6,790,0,1943,0,98117,47.6973,-122.36,1460,5800,23,1,2015,418500.0
4,2.75,2460,9520,1.0,0,1,3,8,1680,780,1976,0,98034,47.7021,-122.233,2380,9600,10,3,2015,704111.0
3,1.5,1070,5150,1.0,0,0,4,6,1070,0,1940,0,98106,47.5335,-122.349,1020,4800,18,8,2014,249000.0
3,2.0,1790,7212,1.0,0,0,4,8,1790,0,1998,0,98042,47.3898,-122.154,2330,7212,2,2,2015,359950.0
4,3.0,2050,4000,2.0,0,0,3,8,2050,0,2014,0,98001,47.3525,-122.275,2050,4000,1,4,2015,370228.0
3,2.75,2650,12350,1.0,0,0,4,7,1470,1180,1975,0,98028,47.7669,-122.268,1950,14075,29,1,2015,485000.0
4,2.5,2780,6369,1.0,0,0,3,8,1590,1190,1978,0,98034,47.7284,-122.216,2170,7490,12,5,2014,505000.0
4,3.75,3730,17000,2.0,0,3,4,10,2820,910,1986,0,98040,47.5355,-122.242,3880,15550,1,5,2015,1564350.0
3,1.75,2000,5680,1.0,0,0,4,7,1080,920,1903,0,98117,47.6805,-122.366,1230,4535,2,2,2015,519000.0
4,3.0,2230,52983,2.0,0,0,3,8,2230,0,1991,0,98030,47.3577,-122.195,2060,8755,28,5,2014,460000.0
2,1.5,1190,801,3.0,0,0,3,8,1190,0,2010,0,98106,47.5212,-122.358,1190,810,23,4,2015,300500.0
4,2.0,1500,3659,1.0,0,0,3,7,830,670,1906,0,98122,47.6088,-122.293,1560,3706,14,1,2015,470000.0
3,2.5,1520,4170,2.0,0,0,3,7,1520,0,2004,0,98038,47.3842,-122.04,1560,4237,7,7,2014,296475.0
3,2.5,1620,1171,3.0,0,4,3,8,1470,150,2008,0,98103,47.6681,-122.355,1620,1505,30,9,2014,580000.0
4,2.5,4600,67369,2.0,0,0,3,10,4600,0,1990,0,98053,47.6417,-121.992,4600,67369,2,12,2014,800000.0
3,2.25,1480,5400,2.0,0,0,4,8,1480,0,1914,0,98122,47.6095,-122.296,1280,3600,12,6,2014,600000.0
4,3.25,3500,10260,2.0,0,0,3,10,3500,0,1987,0,98008,47.5902,-122.13,3500,10658,24,7,2014,798000.0
3,2.0,1680,8487,1.0,0,0,3,7,1680,0,1993,0,98022,47.1959,-122.01,2080,8560,1,10,2014,305000.0
3,2.25,2160,7964,2.0,0,0,3,8,2160,0,1991,0,98042,47.3622,-122.074,2000,7964,2,1,2015,273000.0
4,2.0,2190,3622,1.5,0,0,5,8,1990,200,1925,0,98115,47.6887,-122.312,1450,3082,23,9,2014,625000.0
3,1.75,1160,8774,1.0,0,0,3,7,1160,0,1972,0,98034,47.7159,-122.165,1990,7908,14,10,2014,370000.0
4,2.0,1440,10800,1.0,0,0,4,7,1440,0,1967,0,98001,47.3417,-122.283,1190,7380,5,3,2015,230000.0
3,3.25,1510,2000,2.0,0,0,3,9,1330,180,2001,0,98116,47.5815,-122.402,1510,1352,12,9,2014,650000.0
4,2.5,2800,4000,2.0,0,0,3,9,2800,0,2011,0,98103,47.6695,-122.339,1770,4200,30,10,2014,1465000.0
3,2.5,2180,4533,2.0,0,0,3,7,2180,0,2010,0,98011,47.754,-122.215,2180,7347,17,11,2014,496000.0
3,1.75,1790,7485,1.0,0,0,4,8,1330,460,1979,0,98023,47.3118,-122.34,1970,8097,15,7,2014,263000.0
3,1.75,1520,7350,1.0,0,0,4,7,1140,380,1972,0,98034,47.7167,-122.17,1380,7350,11,2,2015,386500.0
2,2.5,1380,951,3.0,0,0,3,9,1380,0,2006,0,98103,47.6654,-122.355,1430,3400,9,6,2014,552000.0
4,2.25,1950,7000,1.0,0,1,3,8,1450,500,1957,0,98118,47.5426,-122.262,1840,6440,13,2,2015,802500.0
5,3.25,3060,11778,2.0,0,0,3,8,3060,0,2004,0,98034,47.7212,-122.222,1840,10403,8,12,2014,708000.0
4,2.5,2150,7670,1.0,0,0,5,7,1240,910,1976,0,98031,47.3942,-122.189,1610,7350,22,4,2015,344900.0
3,1.0,960,7314,1.0,0,0,5,6,960,0,1960,0,98002,47.2891,-122.221,990,7314,20,6,2014,205000.0
3,2.75,1320,15236,1.0,0,0,3,7,880,440,1995,0,98030,47.365,-122.184,1490,8351,4,5,2015,210000.0
3,2.5,1780,7192,1.0,0,0,4,7,1250,530,1974,0,98031,47.4093,-122.173,1870,8500,14,11,2014,252500.0
3,3.25,3440,4080,2.0,0,0,3,9,2560,880,2005,0,98105,47.6644,-122.28,3110,4080,11,11,2014,1324050.0
5,4.0,4230,27295,2.0,1,4,3,8,3230,1000,1949,1985,98033,47.6803,-122.214,2660,27295,13,8,2014,2700000.0
3,2.5,1570,1433,3.0,0,0,3,8,1570,0,2010,0,98103,47.6858,-122.336,1570,2652,12,5,2014,635000.0
3,2.0,1860,7232,1.0,0,0,3,7,1320,540,1985,0,98125,47.7165,-122.319,1830,7220,16,9,2014,460000.0
3,2.0,2220,94300,1.0,0,0,5,7,1640,580,1976,0,98010,47.3459,-121.95,2070,80100,9,4,2015,416000.0
1,2.25,1940,2550,2.0,0,0,4,7,1100,840,1979,0,98133,47.7313,-122.343,1580,5100,23,10,2014,315000.0
3,2.5,3780,35273,1.5,0,0,3,10,3780,0,1986,0,98072,47.7499,-122.119,3450,35273,25,9,2014,930000.0
4,2.5,3150,7277,2.0,0,0,3,9,3150,0,2006,0,98056,47.5159,-122.202,3030,8643,28,5,2014,681716.0
3,1.0,1640,4000,1.5,0,0,5,7,1640,0,1909,0,98103,47.6563,-122.351,2140,4000,14,7,2014,716100.0
2,1.0,840,892,2.0,0,0,3,7,840,0,2006,0,98136,47.5396,-122.387,1030,1007,30,10,2014,306500.0
4,2.5,2530,10155,2.0,0,0,3,8,2530,0,1998,0,98042,47.351,-122.146,2330,7205,14,4,2015,350000.0
4,2.5,1690,4080,1.5,0,0,4,7,1140,550,1912,0,98117,47.6825,-122.379,1600,4590,3,9,2014,591500.0
2,1.5,1090,847,3.0,0,0,3,8,1090,0,2009,0,98133,47.7235,-122.352,1090,1118,21,4,2015,319000.0
4,2.5,2140,7245,2.0,0,0,3,7,2140,0,2003,0,98133,47.729,-122.35,2080,7875,12,6,2014,495000.0
2,1.0,680,8064,1.0,0,0,3,6,680,0,1941,0,98188,47.469,-122.298,1340,10800,19,5,2014,110700.0
2,2.5,1730,1037,3.5,0,0,3,8,1730,0,2008,0,98118,47.5594,-122.285,1280,1026,16,4,2015,479000.0
3,1.75,1430,10350,1.0,0,0,3,7,1430,0,1959,0,98008,47.6353,-122.123,1890,10350,5,5,2015,530000.0
4,1.75,2440,8100,1.0,0,0,4,9,1620,820,1960,0,98177,47.7201,-122.361,2030,8100,11,7,2014,575000.0
3,1.5,1740,4200,1.5,0,0,4,7,1640,100,1920,0,98117,47.6782,-122.361,1660,3750,7,7,2014,555000.0
3,0.75,770,7000,1.0,0,0,3,4,770,0,1942,0,98024,47.5661,-121.887,950,10500,22,10,2014,205000.0
4,2.25,1950,5950,1.0,0,0,3,8,1330,620,1947,0,98109,47.639,-122.347,2600,5593,2,7,2014,895000.0
4,4.0,3010,7221,2.0,0,0,3,10,3010,0,2004,0,98075,47.5833,-121.97,3490,7518,8,7,2014,765000.0
3,1.75,1440,10920,1.0,0,0,4,8,1440,0,1977,0,98030,47.3812,-122.168,1720,8260,9,10,2014,267000.0
1,1.0,670,4920,1.0,0,0,3,5,670,0,1920,0,98126,47.5342,-122.373,1050,4920,16,10,2014,310000.0
4,2.5,2906,5893,2.0,0,0,3,9,2906,0,2014,0,98092,47.2599,-122.192,2680,4950,20,11,2014,418395.0
